,customer,title,stars,review,date
482,p fox,Fab service,5.0,Super duper. Highly recommended,21 February 2016
483,NannieT (southampton),If you have trouble sleeping these audible books are fantastic for allow you to relax and listen without all the visual stress.,5.0,Great for relaxing prior to going to sleep and for self improvement with hypnotherapy.,18 September 2016
484,JB,One Star,1.0,Far too expensive. Absolutely not worth it at all.,23 June 2017
485,Ali,💰💷 DICK TURPIN..... 💰💷,1.0,"Is alive and well and working for Amazon. £7.99 a month for one book........ Seriously, who came up with that idea? Unlimited loans for the same price will attract far more customers. You can take this offer and file it in the greedy idiots bin, next to the people selling new £5 notes on eBay. Delusional.",24 November 2016
486,Mr. Malcolm Crawford,Rip off. Don't get greedy Amazon.,1.0,"Seems like a good idea, but £8 a month. You must think we are mugs.How about making it more like music. Buy a CD, get freerip or free mp3 songs. Equates to buy a book get equivalent audio book, free audio books too, given that people have forked out Kindle books too!",20 December 2016
487,Isabel Craig,Brilliant way to enjoy books.,5.0,I find this is a perfect way to enjoy books. I listen while I'm working around the house and garden. Interesting daily deals too.,21 May 2017
488,dizzy-donkey,One Star,1.0,"Not impressed, downloaded and it's in the wrong language-  I did request the English version",15 January 2017
489,Nonie,"Don't waste another moment, get this now, you'll never regret it.",5.0,"Excellent, excellent, excellent, time spent with audible is time well spent, whether you are listening to a murder mystery, slipping in time to the crusades, or just having a laugh with Dad's Army... Audible is great for all ages and every occasion. Get this all and get listening. You'll be glad you did.  Me and my whole family are.",12 July 2015
490,Amazon Kunde,Technical problem,1.0,None of the books i downloaded would open and play on my computer or phone with the ap!!??,26 September 2016
491,Andrewoasis,Excellent,5.0,Brilliant when running,12 July 2015
492,Kitty,Cancel,1.0,I don't like this and I want to cancelHow do you cancel ?,30 June 2016
493,P Turner,The number and variety of titles is great. The two books I heard were not performed ...,3.0,The number and variety of titles is great.  The two books I heard were not performed with much enthusiasm though.,13 March 2016
494,mr neil l atkinson,One Star,1.0,Tied in to an expensive contract does not appeal.,7 March 2017
495,Spud,Two thumbs way way up,5.0,Love it... listen to it everyday. Doesn't have all of my fav books but has most of them,1 July 2017
496,R M.,Too expensive,2.0,I like the books but the service is overpriced,23 October 2016
497,Amazon Customer,One Star,1.0,Rip off for only one book and so difficultTo find where to cancel,21 May 2017
498,Amanda McC,Highly recommended by me!,5.0,"I really love my Audible subscription and think it's great value compared to the price of individual audio books. It's a great way to tick those bigger, more beefy books off your reading list (currently listening to Istanbul by Betthany Hughes which would otherwise be a struggle on my commute).The added perks of Channels (the podcasts) featuring some great audible originals to fill in between downloads if you need to, is just great! I couldn't be without Audible now, it's one of the most used apps on my phone - very intuitive and easy to use.",24 May 2017
499,Lolly,Worth every penny,5.0,Brilliant! !!,23 May 2016
500,Amazon Customer,Three Stars,3.0,Its good but too dear. I tunes has a lot o the same books for less,6 March 2016
501,MR M.,One Star,1.0,Does not load my free books I added. Not ideal.,20 April 2017
502,becky collier,How do I get out?,1.0,"I thought I'd get unlimited books but instead just got 1, not happy at all!",22 March 2016
503,mrs n higgins,too expensive,1.0,too expensive for one book. at £4.99 for  unlimited books I would be interested,25 May 2016
504,Mabel,Five Stars,5.0,Debated a long time before finally joining but so glad I did. Huge selection to chose from.,9 November 2016
505,mharry,fantastic was just going to use the free trial but ...,5.0,fantastic was just going to use the free trial but was that good have kept anddont plan on getting rid,12 July 2015
506,Andrea Adamou,Five Stars,5.0,Very reliable and easy to use. Great policy for exchanging books.  Can't fault this app.,27 March 2016
507,Philip Dixon,Four Stars,4.0,Really enjoying it I travel a lot and this helps to pass the time really well.,21 August 2016
508,Mariusz M.,Give it a go you won't be disappointed!,5.0,Great software and plenty of books. Recomended.,30 May 2016
509,noel wayte,Disappointing,1.0,"I subscribed last night after a couple of glasses of wine, like all such decisions at that time of night, I woke this morning with a sore head and a dry mouth..thinking what have I done.....I mean how expensive is this deal, gosh must cancel straight away, this in no way represents good value for money, come on Amazon you can do a lot lot better than this deal....very disappointing",15 January 2017
510,mussonl,With Spotify you pay a similar amount and get unlimited ...,1.0,"With Spotify you pay a similar amount and get unlimited streaming for the month! With Netflix/now tv/prime you pay a similar amount and get unlimited access for the month! With this you get access to ONE BOOK! I wouldn't pay for Spotify if it only allowed me 1 CD, I wouldn't pay for to streaming services if I were only allowed 1 Film and I won't pay for this for one book a month!",21 January 2017
511,V. Nakhla,Five Stars,5.0,excellent,27 June 2016
512,Adam B,Get me out,1.0,I don't like it,20 February 2017
513,Emma Louise Angharad Phillips,Five Stars,5.0,"Amazing,"".",28 February 2016
514,Michael,A great way to listen to a book and gain information ...,5.0,"A great way to listen to a book and gain information - walking the dog, driving the car - really good to learn and utilise time better.",3 July 2016
515,Suzette Datema,Five Stars,5.0,Love Audible,17 April 2016
516,Ms. Jackson,Couldn't live without it now!,5.0,"I can't understand all the 1* reviews - I started with a months free trial and three years later i still subscribe. I think that the cost is very reasonable once the months free trial ends. I've listened to so many brilliant audio books with audible and have never considered cancelling my subscription. There is so much choice and when you compare the cost of a credit to the cost of purchasing the book its a no brainer. Occasionally i have bought extra books outside of my monthly credit, but generally only when the cost of the book has been less than the credit. Couldn't imagine not having this app, its made my commute more bearable and I've listened to some amazing books that I probably wouldn't have read otherwise. Highly recommended! You'll know after the months free trial if its good for you but if you love stories then give it a go. I was not paid for this review its 100% genuine :-)",25 May 2017
517,Charlotte T,"A ""Must"" for regular car drivers!",5.0,Absolutely love it! I even don't mind sitting in awful M25 traffic anymore!,26 June 2016
518,T. Rogers,Hurray for Audible,5.0,"I really enjoy audible books.It's not cheap but as there is no book shop in my town it would cost me more to buy a book as the train to the nearest bookshop is about the same.I also love reading, but I find it so wonderful to listen to the excellent readings while I do other things.I have also listened to books I would never find the time to read, such as James Joyce's Ulysses on audible. The readers are excellent and really make the books come alive.I belong to a book club, well I run it, and I've found that listening to books on audible has been really helpful in retaining more of the book for discussion.",25 May 2017
519,Stenny,Four Stars,4.0,Very good but not always easy to find what you want,25 September 2016
520,Andy,Five Stars,5.0,Awesome!,24 April 2016
521,Amazon Customer,Been a god send as I am recovering from an ...,4.0,Been a god send as I am recovering  from an operation and can not read for more than a few lines so listening has been great,9 May 2016
522,jackie,So glad I did it,5.0,"I'm so glad I discovered Audible, a relaxing and inspiring way to get inside books.",23 May 2017
523,Christopher Neethling,Perfect to pass the time while driving to work,5.0,Great for long drives,3 April 2016
524,Richard Travers,Best thing on the interweb!!!,5.0,"Unbelievably good. I am now hooked. Not having the time to read a book, it is great to have the opportunity to listen on the move. The offers are great as well. The water is fine, come on in!!",12 July 2015
525,The Metal Dad,"This is NOT a ""free"" offer...",1.0,"This is a very misleading offer and poor value for money. It clearly implies that you can get a free audiobook until you investigate and discover to your cost that it's actually a ""Free Trial"" offer, which is NOT the same thing. Disappointed with you Amazon... 😠",1 November 2016
526,Georgina,One Star,1.0,Charged immediately even though I was supposed to get a free month! Rip off,7 April 2017
527,AILIE8888,Just brilliant!,5.0,"Absolutely brilliant. Now I can ""read"" books in the car, whilst gardening, cooking dinner,  doing the washing up etc. Its just brilliant.",16 May 2016
528,Amazon Customer,Too expensive,1.0,"Too expensive Amazon, go back to the drawing board and sharpen your pencil.",27 May 2017
529,Miss Karen Smith,Audible free,5.0,Easy to use and great books available.  Xxx,17 April 2016
530,chrissie64,wonderful,5.0,I have been a member of audible for several months and am thoroughly enjoying the books I have purchased. There is so much choice and its so easy to get the books and start to listen straight away.The abridged versions are not quite so good but just be choosy!,13 July 2015
531,GEORGE MACLEAY,Costly way to pass time,2.0,Very expensive!,24 October 2016
532,Elle,Love Audible,5.0,"Been a member for 3 years now pay £109 for 24 credits, also have cheap daily deals, if you own a kindle version you can upgrade to the Audible sometimes for as little as 99p.If you have listened to a book and really don't enjoy you can return.So great to listen on my iPhone while walking the dog, doing housework.Also with whisper sync you can switch from Kindle to Audible really easy.Recommend giving it a go .",22 June 2017
533,Amazon Customer,Three Stars,3.0,Love the opportunity for a app,8 October 2017
534,F@ke reviewer,outrageous rip off,1.0,"Outrageous - just found myself signed up to it by downloading on supposedly free book, which has annoyed me even more. No way am I paying £7.99/month just for ONE BOOK esp when I pay a fortune already for Prime.",6 January 2017
535,123 teach abc,Escape to another world whilst doing the mundane chores in life...,5.0,"Look, I see a lot of people unhappy with this service.  But there are different options not just the £7.99 monthly one. I paid somthing like £60 for 12 Months. My son has used this service for over a year now and Ihave now bought many books for myslf too at £13 for three books that is less than £4.40, you cannot go wrong I was spending £10 a cd for my son and now, well he is happy and so am I. I love using this service too.",13 November 2016
536,Sophia Simrick,Take out the annual membership if worried about high cost.,5.0,This is awesome. Hands free reading! What's not to love. A lot of people complaining about the price but I buy the annual membership and it works out very competitive also they often have buy one get one free offers or 3 for 2 so you can really get a lot of books for your money if you are smart. I'm a busy mum of four so don't have time to sit and read.,24 May 2017
537,Martyn Kinnear,Audible ftw,5.0,Audible is great. I'm currently using it to listen to all the Harry Potter audiobooks 👍🏻,26 June 2016
538,meazon Customerk ancient Leeem,audible,1.0,please cancel audible membership i think the price is to high,7 August 2016
539,Sam Thompson,Five Stars,5.0,Excellent!,21 March 2016
540,Amazon Customer,Holy crap - I just downloaded the Audible client for my ...,2.0,Holy crap - I just downloaded the Audible client for my PC and it looks like it was made in 1980... It's not very encouraging when the installer and client look like they were designed for Windows 3.1.Needs sorting out - it's just not professional.UPDATE: Tried activating my PC as it requested and got script error - uninstalled.,14 February 2016
541,Claire Hampton,I'm giving Audible a 5 star rating due to the ...,5.0,"I'm giving Audible a 5 star rating due to the content of what is available although I agree with quite a few others that £7.99 a month is a little expensive, but that being said I've still signed up as I listen to a lot of audiobooks during my night shift in a supermarket and if I can save a little bit of money I will",22 May 2017
542,Scritty,Great value 3 book deal,5.0,Great value for money the 3 book deal works out about £5.50 a book. Most of the books I read are the high side of 20 hours with a few in the 10-15 hour range so for £16.50 a month (I think it is) I get about 50 hours entertainment. Brilliant value :),10 January 2017
543,Jonathan A.,Fantastic app and relaxing to listen on bed but the ...,1.0,"Fantastic app and relaxing to listen on bed but the price!!!!! I think it's way overpriced unfortunately and only 1 book a month, it just doesn't make sense. Hopefully Amazon will listen to the other similar reviews - I'll then happily return",20 January 2017
544,Mrs L Joyce,I've never tried audio books before but absolutely love listening to my books on my phone when I'm ...,5.0,I've never tried audio books before but absolutely love listening to my books on my phone when I'm walking to and around work.,9 May 2016
545,C H TURNER,Five Stars,5.0,Very happy with product,7 March 2016
546,MR R HINGSTON,One book,1.0,"I was thinking it was like Spotify for audio books, just one book £7.99 ..",31 January 2016
547,Liz,One of my favourite apps.,5.0,"Very easy to use, clear dialogue, enjoy it very much.",28 February 2016
548,Del M.,Audible is fab. End off,4.0,I simply cannot stop using it. Highly recommended,12 July 2015
549,Niels,when the reader was just too annoying or the contents didn’t live up to the title,5.0,"I have been an Audible member for about 4 years, I have over 100 titles in my library.That is 100+ books that I would NEVER have ""read"" if it hadn’t been for Audible!The extensive catalog makes it possible to always find a title or topic of interest, if not right on the target.I have taken advantage of the return policy a couple of times, when the reader was just too annoying or the contents didn’t live up to the title.Sure, you can go to your local library and get audiobooks.  But the hassle of having to go there, the limitations in catalog titles and terms of lending, make it so inconvenient I would never use it.To me the number of titles and topics available, combined with the ease of purchase and the generous return policy clearly makes it worth while.There may be cheaper options, but if they are so inconvenient or limited that you end up not using them, then it’s not really worth the “savings”.",24 May 2017
550,Helen Maria Francois,Great on bus journeys!,5.0,"Enjoyed the book. Was easy to use over several devices as the app went to,the automatic bookmark.",31 July 2016
551,Jonathon Bradbury,Five Stars,5.0,Very good site and app. Thing is it is a bit pricey,12 July 2015
552,Amazon Customer,love it,5.0,"Brilliant app, love listening to my favourite books wherever I am.",24 May 2017
553,Dmitry Sheremetiev,easy to use app,5.0,"Clean and clear UI design, easy to use app. Highly recommend to everyone!",8 May 2016
554,Robert Vass,One Star,1.0,"Seems very, very expensive, so I won't be joining this",14 May 2017
555,LindzK,Passes the time when my hands are busy doing housework,5.0,"I love itLove listening to these stories whilst chopping veg for tea or driving to work.I'm getting through a lot more stories a year since using audible than when reading alone!Most stories are good quality and you can even return a story if you don't like it , which I've only done once even though it was the content I disliked but not the quality of the recording",25 May 2017
556,dbaj,One Star,1.0,Too expensive!,8 May 2016
557,Cappiello,Five Stars,5.0,Very good would recommend to any one.👍,12 July 2015
558,Callum Davies,Absolute rip-off. Disgraced at this farce.,1.0,1 Book a month for basically £8. Takes me about 3 shifts in work to listen. Therefore spending 27 days waiting for another.Not only that... paying over £70 a year on prime too is disgraceful. There should at least be a discount or more 'tokens'.What a farce.,5 December 2016
559,JUAN CARLOS RAMIREZ MUNOZ,Five Stars,5.0,"It's incredible how much you can learn from the ""great courses""",26 June 2016
560,Mr W,"I have really enjoyed audible, the only thing that can be annoying ...",4.0,"I have really enjoyed audible, the only thing that can be  annoying is some of the people who are reading the books to you, are  boring to listen to,but other then that it good. The only reason why I  give four stars,as I said above its because some people are boring to listen to when reading the books.",21 May 2017
561,Mathew,Five Stars,5.0,Loving the drive to and from work listening to the audio books. Very relaxing.,10 July 2016
562,Amazon Customer,Complete failure to judge an acceptable price point.,1.0,£8 a month for ONE audiobook?!On yer bike!,6 June 2016
563,Judith H.,Love Audible,5.0,"I love Audible, makes my long dog walks even more enjoyable!",27 March 2016
564,Amazon Customer,Wont take up the offer especially when the websitr Book ...,1.0,Wont take up the offer especially when the websitr Book Bub modt books ate free or a pound hre and there,20 June 2016
565,Amazon Customer,Five Stars,5.0,"Great choice of books, essential for a long walk to and from work.",22 March 2016
566,Amazon Customer,No thanks,1.0,"Cost is unbelievable. Not even slightly tempted to take up the free trial. Surely the whole point of a subscription is to give you more choice, as you are not purchasing individual titles. This seems to me like a contract to purchase 1 title per month.",19 March 2017
567,joangibson,Five Stars,5.0,Great companion whilst travelling,19 June 2016
568,Yvette Carte-Blanche,No way! Too pricey. Sorry Amazon.,1.0,"Too expensive to even consider. I buy books and ebook and can always get a book cheaper than £7.99. Shame because I like the idea of audio books for both myself to sit back and relax, and for children who find reading challenging. To have someone read along with you when it it hard has been recommended  by learning development  staff at school but this is way too pricey when one would also have to buy the printed version as well to read alongside.",4 April 2017
569,Dianne,Audible free trial,1.0,"I don't wish to continue with audible at this time, perhaps in the future but not now.",4 February 2016
570,Anna Tomkowska,The Good Staff,5.0,"Good quality, perfect service and - first of all - ""the staff"" is: ""so good, so good, so good"".",21 February 2016
571,Amazon Customer,One Star,1.0,More than prime for one book a month no thanks !!,5 March 2017
572,bill,Five Stars,5.0,Very good,21 February 2016
573,Amazon Customer,Five Stars,5.0,Easier way to consume books quickly,10 April 2016
574,Rob,Brilliant,5.0,Brilliant.,28 August 2016
575,Mrs,Five Stars,5.0,A brilliant resource especially for encouraging children to love books...,30 March 2016
576,Amazon Customer,Four Stars,4.0,Simple to use and good quality though I think the books to be on the expensive side,17 May 2016
577,carole lesley shambrook,Five Stars,5.0,Great to listen in bed without having to sit up in bed,16 March 2016
578,Amazon Customer,Five Stars,5.0,Amazing wide variety of titles and subjects,21 May 2017
579,Amazon Customer,Title Lies,1.0,Didn't get my £10 Voucher!,12 July 2016
